label	message	length	message_clean_tokens	message_clean
0	I only haf msn. It's yijue@hotmail.com	38	['haf', 'msn', 'yijuehotmailcom']	haf msn yijuehotmailcom
0	He is there. You call and meet him	34	['call', 'meet']	call meet
0	No no. I will check all rooms befor activities	46	['check', 'room', 'befor', 'activ']	check room befor activ
1	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again	155	['youll', 'rcv', 'msgs', 'chat', 'svc', 'free', 'hardcor', 'servic', 'text', 'go', 'get', 'noth', 'must', 'age', 'verifi', 'yr', 'network', 'tri']	youll rcv msgs chat svc free hardcor servic text go get noth must age verifi yr network tri
0	Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...	86	['got', 'lazi', 'type', 'forgot', 'ì', 'lect', 'saw', 'pouch', 'like', 'nice']	got lazi type forgot ì lect saw pouch like nice
0	K, text me when you're on the way	33	['text', 'your', 'way']	text your way
0	Sir, Waiting for your mail.	27	['sir', 'wait', 'mail']	sir wait mail
0	"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""	158	['swt', 'thought', 'nver', 'get', 'tire', 'littl', 'thing', 'lovabl', 'person', 'cozsomtim', 'littl', 'thing', 'occupi', 'biggest', 'part', 'heart', 'gud']	swt thought nver get tire littl thing lovabl person cozsomtim littl thing occupi biggest part heart gud
0	I know you are. Can you pls open the back?	42	['know', 'pls', 'open', 'back']	know pls open back
0	Yes see ya not on the dot	25	['yes', 'see', 'dot']	yes see dot
0	Whats the staff name who is taking class for us?	48	['what', 'staff', 'take', 'class', 'us']	what staff take class us
1	FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end	159	['freemsg', 'havent', 'repli', 'text', 'randi', 'sexi', 'femal', 'live', 'local', 'luv', 'hear', 'netcollex', 'ltd', 'msg', 'repli', 'stop']	freemsg havent repli text randi sexi femal live local luv hear netcollex ltd msg repli stop
0	Ummma.will call after check in.our life will begin from qatar so pls pray very hard.	84	['ummmawil', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']	ummmawil call check inour life begin qatar pls pray hard
0	K..i deleted my contact that why?	33	['delet', 'contact']	delet contact
0	Sindu got job in birla soft ..	30	['sindu', 'got', 'job', 'birla', 'soft']	sindu got job birla soft
0	The wine is flowing and i'm i have nevering..	45	['wine', 'flow', 'never']	wine flow never
0	Yup i thk cine is better cos no need 2 go down 2 plaza mah.	59	['yup', 'thk', 'better', 'cos', 'need', 'go', 'plaza', 'mah']	yup thk better cos need go plaza mah
0	Ok... Ur typical reply...	25	['ok', 'ur', 'typic', 'repli']	ok ur typic repli
0	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune	160	['request', 'mell', 'mell', 'oru', 'minnaminungint', 'nurungu', 'vettam', 'set', 'callertun', 'caller', 'press', 'copi', 'friend', 'callertun']	request mell mell oru minnaminungint nurungu vettam set callertun caller press copi friend callertun
0	You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.	384	['everywher', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometim', 'open', 'mouth', 'come', 'flow', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'becom']	everywher dirt floor window even shirt sometim open mouth come flow dream world without half chore time joy lot tv show see guess like thing must exist like rain hail mist time done becom
0	Aaooooright are you at work?	28	['aaooooright', 'work']	aaooooright work
0	I'm leaving my house now...	27	['leav', 'hous']	leav hous
0	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?	157	['hello', 'love', 'get', 'interview', 'today', 'happi', 'good', 'boy', 'think', 'mear', 'miss']	hello love get interview today happi good boy think mear miss
1	Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery	124	['custom', 'servic', 'annonc', 'new', 'year', 'deliveri', 'wait', 'pleas', 'call', 'arrang', 'deliveri']	custom servic annonc new year deliveri wait pleas call arrang deliveri
1	You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	146	['winner', 'special', 'select', 'receiv', 'å£', 'cash', 'holiday', 'flight', 'inc', 'speak', 'live', 'oper', 'claim']	winner special select receiv å£ cash holiday flight inc speak live oper claim
0	Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life	115	['keep', 'safe', 'need', 'miss', 'alreadi', 'envi', 'everyon', 'see', 'real', 'life']	keep safe need miss alreadi envi everyon see real life
0	New car and house for my parents.:)i have only new job in hand:)	64	['new', 'car', 'hous', 'parentsi', 'new', 'job', 'hand']	new car hous parentsi new job hand
0	I'm so in love with you. I'm excited each day i spend with you. You make me so happy.	85	['love', 'excit', 'day', 'spend', 'make', 'happi']	love excit day spend make happi
1	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468	152	['pls', 'stop', 'bootydeli', 'invit', 'friend', 'repli', 'see', 'stop', 'send', 'stop', 'frnd']	pls stop bootydeli invit friend repli see stop send stop frnd
1	BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu	155	['bangbab', 'ur', 'order', 'way', 'receiv', 'servic', 'msg', 'download', 'ur', 'content', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobil', 'internetservic', 'menu']	bangbab ur order way receiv servic msg download ur content goto wap bangb tv ur mobil internetservic menu
0	I place all ur points on e cultures module already.	51	['place', 'ur', 'point', 'cultur', 'modul', 'alreadi']	place ur point cultur modul alreadi
1	URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only	157	['urgent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', 'å£', 'prize', 'guarante', 'call', 'claim', 'code', 'valid']	urgent tri contact last weekend draw show å£ prize guarante call claim code valid
0	Hi frnd, which is best way to avoid missunderstding wit our beloved one's?	74	['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstd', 'wit', 'belov', 'one']	hi frnd best way avoid missunderstd wit belov one
0	Great escape. I fancy the bridge but needs her lager. See you tomo 	67	['great', 'escap', 'fanci', 'bridg', 'need', 'lager', 'see', 'tomo']	great escap fanci bridg need lager see tomo
0	Yes :)it completely in out of form:)clark also utter waste.	59	['yes', 'complet', 'formclark', 'utter', 'wast']	yes complet formclark utter wast
0	Sir, I need AXIS BANK account no and bank address.	50	['sir', 'need', 'axi', 'bank', 'account', 'bank', 'address']	sir need axi bank account bank address
0	Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... 	94	['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'go', 'free', 'abt', 'muz', 'call', 'discuss', 'liao']	hmmm thk sure got time hop ard go free abt muz call discuss liao
0	What time you coming down later? 	33	['time', 'come', 'later']	time come later
0	Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... 	105	['bloodi', 'hell', 'cant', 'believ', 'forgot', 'surnam', 'mr', 'give', 'clue', 'spanish', 'begin']	bloodi hell cant believ forgot surnam mr give clue spanish begin
0	Well, i'm gonna finish my bath now. Have a good...fine night.	61	['well', 'gon', 'finish', 'bath', 'goodfin', 'night']	well gon finish bath goodfin night
0	Let me know when you've got the money so carlos can make the call	65	['let', 'know', 'youv', 'got', 'money', 'carlo', 'make', 'call']	let know youv got money carlo make call
0	U still going to the mall?	26	['still', 'go', 'mall']	still go mall
0	Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth	146	['turn', 'friend', 'stay', 'whole', 'show', 'wont', 'back', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']	turn friend stay whole show wont back ltgt feel free go ahead smoke ltgt worth
0	Text her. If she doesnt reply let me know so i can have her log in	66	['text', 'doesnt', 'repli', 'let', 'know', 'log']	text doesnt repli let know log
0	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.	126	['hi', 'spoke', 'maneesha', 'wed', 'like', 'know', 'satisfi', 'experi', 'repli', 'toll', 'free', 'yes']	hi spoke maneesha wed like know satisfi experi repli toll free yes
0	You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend	159	['lift', 'hope', 'offer', 'money', 'need', 'especi', 'month', 'approach', 'hurt', 'studi', 'anyway', 'weekend']	lift hope offer money need especi month approach hurt studi anyway weekend
0	Lol no. U can trust me.	23	['lol', 'trust']	lol trust
0	ok. I am a gentleman and will treat you with dignity and respect.	65	['ok', 'gentleman', 'treat', 'digniti', 'respect']	ok gentleman treat digniti respect
0	He will, you guys close?	24	['guy', 'close']	guy close
0	Going on nothing great.bye	26	['go', 'noth', 'greatby']	go noth greatby
0	Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?	152	['hello', 'handsom', 'find', 'job', 'lazi', 'work', 'toward', 'get', 'back', 'net', 'mummi', 'where', 'boytoy', 'miss']	hello handsom find job lazi work toward get back net mummi where boytoy miss
0	Haha awesome, be there in a minute	34	['haha', 'awesom', 'minut']	haha awesom minut
1	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!	149	['pleas', 'call', 'custom', 'servic', 'repres', 'freephon', 'guarante', 'å£', 'cash', 'å£', 'prize']	pleas call custom servic repres freephon guarante å£ cash å£ prize
0	Have you got Xmas radio times. If not i will get it now	55	['got', 'xmas', 'radio', 'time', 'get']	got xmas radio time get
0	I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...	88	['jus', 'reach', 'home', 'go', 'bath', 'first', 'sis', 'use', 'net', 'tell', 'finish']	jus reach home go bath first sis use net tell finish
1	Are you unique enough? Find out from 30th August. www.areyouunique.co.uk	72	['uniqu', 'enough', 'find', 'august']	uniqu enough find august
0	I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|	185	['sorri', 'ive', 'join', 'leagu', 'peopl', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'time', 'even', 'great', 'person', 'cost', 'great', 'week']	sorri ive join leagu peopl dont keep touch mean great deal friend time even great person cost great week
0	Hi :)finally i completed the course:)	37	['hi', 'final', 'complet', 'cours']	hi final complet cours
0	It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.	111	['stop', 'howev', 'suggest', 'stay', 'someon', 'abl', 'give', 'or', 'everi', 'stool']	stop howev suggest stay someon abl give or everi stool
0	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day	92	['hope', 'youv', 'settl', 'new', 'school', 'year', 'wishin', 'day']	hope youv settl new school year wishin day
0	Gud mrng dear hav a nice day	28	['gud', 'mrng', 'dear', 'hav', 'nice', 'day']	gud mrng dear hav nice day
0	Did u got that persons story	28	['got', 'person', 'stori']	got person stori
0	is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 	64	['hamster', 'dead', 'hey', 'tmr', 'meet', 'orchard', 'mrt']	hamster dead hey tmr meet orchard mrt
0	Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx	131	['hi', 'kate', 'even', 'hope', 'see', 'tomorrow', 'bit', 'bloodi', 'babyjontet', 'txt', 'back', 'xxx']	hi kate even hope see tomorrow bit bloodi babyjontet txt back xxx
0	Found it, ENC  &lt;#&gt; , where you at?	40	['found', 'enc', 'ltgt']	found enc ltgt
0	I sent you  &lt;#&gt;  bucks	28	['sent', 'ltgt', 'buck']	sent ltgt buck
0	Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx	84	['hello', 'darlin', 'ive', 'finish', 'colleg', 'txt', 'finish', 'love', 'kate', 'xxx']	hello darlin ive finish colleg txt finish love kate xxx
0	Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .	174	['account', 'refil', 'success', 'inr', 'ltdecimalgt', 'keralacircl', 'prepaid', 'account', 'balanc', 'rs', 'ltdecimalgt', 'transact', 'id', 'kr', 'ltgt']	account refil success inr ltdecimalgt keralacircl prepaid account balanc rs ltdecimalgt transact id kr ltgt
0	Goodmorning sleeping ga.	24	['goodmorn', 'sleep']	goodmorn sleep
0	U call me alter at 11 ok.	25	['call', 'alter', 'ok']	call alter ok
0	ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...	64	['ìï', 'say', 'like', 'dun', 'buy', 'ericsson', 'oso', 'oredi', 'lar']	ìï say like dun buy ericsson oso oredi lar
0	As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.	156	['enter', 'cabin', 'said', 'happi', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invit', 'apart', 'went']	enter cabin said happi bday boss felt special askd lunch lunch invit apart went
0	Aight yo, dats straight dogg	28	['aight', 'dat', 'straight', 'dogg']	aight dat straight dogg
